reviewId,content,score,at,sentiment
dc49d24e-0ff4-4414-b591-4c8636866c99,lelet banget aduh saya sering ketinggalan absen karena buffering terus benerin kek,1,2025-09-03 15:21:18,negatif
68030d73-df18-438b-b7ec-cd5f01e09293,"APLIKASI BANYAK BUG DAN ERROR ❗ TOLONG OPTIMALKAN LAGI KARENA MENGGANGGU KELANCARAN KULIAH, TERIMAKASIH",2,2025-09-03 10:24:19,negatif
fe12e710-6969-4731-8f2a-9bf77b72a073,game aneh,1,2025-09-03 09:25:43,netral
3479d420-36f3-4c02-b0e2-b919812f3404,Tolong dong min anak tiri ke 3 (UB Kediri) di cantumkan di map,5,2025-08-20 09:10:27,netral
c4cb6ac7-8e28-4375-ab53-fe40e671c16a,"tidak ada kolom buat login, jadi tidak bisa login",2,2025-08-13 19:30:54,negatif
adc545e3-2379-49a4-a0a7-285926842563,"Fitur-fitur yang tersedia memang sudah bagus, tetapi saya selalu mengalami kendala saat mencoba login di IAM UB. Meskipun saya sudah memasukkan username dan password dengan benar, tetap saja saya tidak bisa login dan malah kembali ke halaman awal. Mohon kepada pihak aplikator untuk segera membenahi fitur login aplikasi ini. Terima kasih 🙏🏻",2,2025-07-10 14:34:53,negatif
9d962883-fc9b-4722-b2cc-4519aff8e41b,"Gagal login terus, udah coba hubungin help desk nya, udah di kasih solusi malah sama aja. Pasti ada bug di aplikasi nya ini yang bikin gagal login, saya udah ngikutin arahan petunjuk dari help desk nya, tapi tetep gagal login. Tolong bug aplikasinya di benahi.",1,2025-07-07 11:31:00,negatif
57284ae0-841e-4bba-86a8-3cf7acd45b8a,udah login harus login lagi. gabisa masuk karena harus login terus. tolong perbaiki.,1,2025-07-05 17:05:39,negatif
9054699f-4bcb-47e0-8e08-0e8a2ccd261c,Lemottt kali,1,2025-04-29 10:39:01,negatif
20e21d3f-0383-4e90-a548-531c98280ec5,"aplikasi yang menghalangi mahasiswa belajar, mau login eh katanya password atau username salah, padahal udah coba di siam masih bisa, di gapura aja yg bermasalah",1,2025-03-19 08:47:53,negatif
8c0ad7af-51aa-4309-b8f7-fcf4fdc418a5,"Kenapa sekarang gapura tidak ada notifikasinya, tolong kembalikan notifikasi gapura. Terimakasih",2,2025-03-11 09:50:35,negatif
27fcfc79-ab2c-41f2-a2f9-d2e1bee09f60,Tolong untuk presensi dibuatkan notif kembali agar dapat diketahui langsung dari notif bar HP sehingga tidak tercampur dengan notif lainnya.,3,2025-03-04 21:16:25,netral
be15b648-975c-4b28-9639-18fbb19cfe2d,"Gaada notif, bisa diperbaiki absen saya 5 alpha gara gara tidak ad notif padahal sudah saya aktifkan notif di pengaturan",1,2025-03-04 08:14:21,negatif
e1155bbb-6275-46b3-829a-ab217d92ed91,Tolong dibuat agar bisa mengatur dark mode atau tidak,5,2025-03-01 08:33:19,netral
09c24d58-1ccc-4800-be24-16c733fea56b,Mohon maaf sebelumnya saya mau Log In tapi tidak bisa karena ada permasalahan padahal sudah ganti password tapi tetap tidak bisa masuk. Saya gak bisa absen kalo seperti ini caranya. Tolong perbaiki segera pelayanannya ya,1,2025-02-09 16:19:11,negatif
97ace1ea-7431-4ff3-a4f6-c5002a8f4e96,"gabisa login sama sekali, udah ikutin solusi dari help desk nya tapi tetep aja...",1,2025-01-20 18:29:37,negatif
6ba80f61-25e3-46df-9166-1cfc194eb6db,aplikasi lawak,1,2025-01-03 08:04:21,netral
0bdd56f1-bd9f-4278-bc59-9b8486cb03f1,lag trs,1,2024-12-09 13:24:00,negatif
2b39970a-14d1-49b6-ad24-864d47778c58,"Setelah update tambah lemot, bahkan mau masuk laman login saja tidak bisa cuma blank putih saja. Jadi banyak absen yang alpha. Tolong segera diperbaiki ya min",1,2024-11-21 16:34:35,negatif
21056b7b-34c9-4650-ad4b-cc235bc346fa,Setelah update jadi lemot. Sekali masuk sebentar sering force close,5,2024-10-31 17:51:27,negatif
fab6a722-19b6-4d88-94fe-f55c9ae5262d,"Tolong diperbaiki lagi sistem nya, setiap ada yang mau absen ada saja kendala yang dihadapi mahasiswa seperti aplikasinya eror. Mohon ditingkatkan lagi supaya mahasiswa kedepannya dapat lebih mudah untuk menggunakannya secara efisien dan hemat waktu.",1,2024-10-29 11:30:17,negatif
c02ca224-a141-4744-938e-405ccc2fd96a,Tolong dong diperbaiki setiap mau login gapura gabisa langsung masuk terus terusan error gimana mau absennya kalau gitu taku keseringan telat absen. Minta tolong segera diperbaiki saya merasa sangat kecewa dengan pembaruan sekarang,3,2024-10-25 10:58:40,negatif
9b4227c5-cb2a-42ea-a879-e1fef0234df5,DIUPDATE TOLONG!,1,2024-10-17 12:23:49,netral
a6f9e543-9b8b-4bc8-aef3-fdbfea7a231b,Ga ada notif lagi sejak masuk semester 3. Jadi sering bgt kelewat absensi :(. Tolong dong diperbaiki. Makasih,4,2024-10-06 17:43:04,negatif
ac29f45a-654f-4007-8f4c-6ffcf348545e,"aplikasi bermasalah, tiap masuk aplikasi harus login dulu, tidak ada notifikasi presensi dan loading stuck di survey kesehatan berujung alpa beberapa kali. resikonya tidak dapat memenuhi kuota absensi minimal padahal bermasalah di aplikasi dan web",1,2024-10-01 22:07:46,negatif
02c3dd5b-57ab-4c83-a585-dc3b5cc5f182,"TOLONG DIPERBAIKI UNTUK FITUR NOTIFIKASI, BEBERAPA KALI NOTIFIKASI PRESENSI TIDAK KELUAR. TERIMA KASIH",1,2024-09-27 15:45:20,negatif
67e909b0-9a95-4aba-9d37-1efd1b30d4ca,"tolong dibener in, eror terus",1,2024-09-27 08:55:53,negatif
1db35456-8bf9-41da-8948-e896e033fb3b,Sangat membantu,5,2024-09-26 06:25:33,positif
70ae32ad-83c8-47a5-9c3f-76ba1b222365,semangat belajar wahai Brawijaya Muda!,5,2024-08-30 10:50:55,positif
859832de-4517-42dc-8a8c-5279a5a024da,"Membantu lebih mudah, hanya saja setiap masuk harus login lagi 🙂",5,2024-08-03 12:20:02,netral
7b37c746-2e5e-4295-8964-b9b0c830016f,"Kebanyakan disuruh login dan sekarang kalau ada absen tidak ada notifikasi, jadi sering alpha. Tolong untuk segera diperbaiki 🙏",1,2024-06-27 13:58:45,negatif
5efae898-eb99-42fd-a266-5824cf0b6266,"kebanyakan disuruh login, semenjak ada pembaharuan jadi ngga ada notifikasi dan bikin presensi jadi alpha karena tidak ada notifikasi pemberitahuan",1,2024-06-11 12:36:01,negatif
ce77761b-7dc5-4114-9c80-b75f03ab2601,"kenapa sekarang enggak ada notifikasi setiap absen? jadinya suka telat absen, berakhir alpha. tolong dong diperbaiki",3,2024-06-04 19:15:53,negatif
eab0e392-9ec8-4b23-bcef-0de17b565bc5,TETAP MENYALA UB-KUHH!!,5,2024-05-08 00:12:08,positif
95e38993-b499-4e7b-9ea9-b6ad7aeb4199,"Bug login, gatau lagi dah gapura ub, apalagi kudu survey",2,2024-04-16 07:52:34,negatif
82b7b0fe-e803-416d-8362-e1843f793ae4,Bug login berulang,2,2024-03-20 21:06:09,negatif
c86a4c9e-a5d6-43e7-aa7f-1dfb512ff369,Survei kesehatan tolong ditiadakan admin,3,2024-03-13 09:51:37,netral
1a577ede-2867-434b-9ac0-ccc67478e633,"Tolong di perbaiki aplikasi nya min kenapa tau"" sering lock out sendiri, stiap masuk gapura bolak balik login",1,2024-03-12 20:35:01,negatif
7395c13f-18c5-40ee-acc9-26470fcd526b,Setelah update malah sulit masuk,1,2024-03-06 17:34:00,negatif
597aa148-2030-4ba7-bd51-b117d94151ba,Sangat bagus dan lemod sekali gapuro ub buat absen,5,2024-03-06 08:04:31,positif
915320df-168a-4bc7-a43b-0dbee6f90b0e,Info-info yang membangun ke depannya lebih baik,5,2024-01-14 05:49:05,positif
d87d3d5d-6626-4aad-bc13-76ce0b7f203a,"pasword tidak singkron sama dengan pasword di siam, ribet, gk efektif",1,2023-12-19 00:23:40,negatif
c718ed22-5d48-4681-8924-72cea0b246f3,Sebaiknya Proses Login dilakukan 1 kali saja bukan setiap membuka aplikasi dan survey kesehatan sebaiknya dihilangkan,3,2023-11-17 12:35:29,negatif
8f037e17-9a4c-43af-b176-8fbee0f890d5,"Mohon dipertimbangkan. Tolonglah notifikasi nya lebih real time trus ada suaranya gitu, biar ketahuan. biar ga kelewat terus absensi. Terus kalau lewat absensi diberi fitur banding sayang banget kelewat absen mulu.",5,2023-11-16 16:37:04,negatif
403a5b6c-4dfb-4b2e-9515-a13d6a73b5e7,1. tiap masuk harus login 2. notif ga masuk 3. Survey kesehatan bikin lama 4. Bug server kadang ga bisa masuk sama sekali,1,2023-10-31 15:29:26,negatif
cd8269fc-5a81-4b06-a6a5-07f25eaf33bb,Baik,5,2023-10-15 00:51:51,positif
0979e843-b324-4b60-8fe1-a203ddca5cc6,"di update malah bug, jadi alpha deh, nah trus juga masa setiap masuk gapura harus login lagi sih aneh, buang2 waktu. di bikin sekali login aja lah biar enak, sama bug nya tuh di ilangin, tolong setiap update minimal ada bug yang berkurang lah,",1,2023-10-06 09:13:24,negatif
1347145d-616f-4f7f-816a-1ce10721a5b3,"Kalo update jangan hari kerja laaa, absen dosen cuman dibuka 3 menit doang login kaga bisa jadinya alpha. Belum gitu harus repot bgt harus berkali kali login dalam sehari.",1,2023-10-06 08:23:12,negatif
bde86b7d-82b4-438b-af29-d41b2ac60b1c,Eror terus. Absen tidak muncul. Jadinya alpha,1,2023-09-11 09:17:19,negatif
00c49a33-85fb-4fec-8c10-754cc9f1995f,"sering terkendala saat login, padahal email sama pass udah bener tapi gatau kenapa gagal terus.",3,2023-08-25 14:27:07,negatif
1ce15726-a798-4f12-892a-40b557515956,"Repot banget,pas waktu absen error,jadi telat dan di alpha😦",1,2023-08-15 14:16:26,negatif
4dc74e89-7532-4a0e-a119-1422811b2b17,"Tidak bisa login , padahal dari sistem sudah support ,email sudah benar , password sudah Gonta ganti tetep tidak bisa",1,2023-08-11 11:58:04,negatif
381baed4-0498-48e6-97c6-9b1dcd1b4b3b,"Sering Error, keluar sendiri, logout sendiri, maintenancenya juga lambat",1,2023-07-03 11:59:18,negatif
dc3ca290-666d-49b2-9b97-64f84924fed1,Tiap masuk disuruh login dulu,1,2023-06-24 10:40:48,negatif
419b00f1-bffd-4082-8888-7ee0e4fa325a,"Loading terus, udah pake wifi kecepatan nasa juga tetap loading",1,2023-05-25 13:49:45,negatif
b85f6122-06b4-4b5d-ae08-c280b05ec0d0,"Udh update yg verse terbaru tetap ga berubah,saya seringkali kelewatan presensi karna gapura nya loading terus bolak balik login sama aja,padahal buka aplikasi lain lancar aja",1,2023-05-15 12:53:46,negatif
0835c761-f015-4d8d-a817-2bae7754d782,connection time out mulu,1,2023-05-13 12:00:44,negatif
0fd1dc4f-c8cf-45f5-9025-9a3814e23d11,Saya Sudah Pencet Hadir (luring). Besoknya saya liat malah Alpha. Padahal absennya jauh dari deadline. Sepertinya ada bug🤔,1,2023-03-27 17:02:49,negatif
24ef9540-05c1-49f6-aa82-a7dda80da481,👍🏻,5,2023-01-15 17:03:08,positif
97a6b0e6-d1a0-46d6-bd09-1a1fb6348794,"Padahal password bener, tp ga bs login,",1,2023-01-03 09:18:13,negatif
350976b1-1c74-49fc-8515-f571f035753b,"Saya alpha 3 kali krn aplikasi ngelag, kenapa sih masih perlu absensi online? Belajar sudah luring, dan juga sudah ada absensi dikelas, menurut saya kalau sudah ada absensi dikelas, tidak perlu lagi absensi di ub",1,2022-12-17 16:51:35,negatif
bd952a9f-78f6-4b42-829b-0bd15894ed3a,Aplikasi banyak bug,1,2022-12-11 19:53:23,negatif
a1facbc4-0717-4e97-b1d1-2dfd54a07759,"Proses login sangat susah, sedangkan terdapat beberapa matakuliah yang diharuskan untuk absesnsi di aplikasi gapura, akhirnya absensi terisi alpha padahal saya mengikuti kelas dari awal sampai akhir, sangat menyusahkan.",1,2022-12-08 15:44:55,negatif
8e133fe7-7b56-4968-b949-4cc1ac3731b4,"Bikin kesell, masa masuk nggak bisa2 padahal lewat google siam sama gapura bisaa, berarti passwordnya kan benerr error nihh emangg, percuma download",1,2022-11-02 15:52:17,negatif
a0a0522e-d49d-4ab1-add7-772ddeeecafc,"Sudah ganti pasword di siam, tapi di gapura kalau login harus tetap pakek pasword lama",2,2022-10-03 12:40:38,negatif
1d3791a6-3ff6-4be1-a35c-10152a19ab2e,Yooo,5,2022-09-29 04:24:03,netral
f6d00a10-5a2f-4204-a453-f24ab8a908e4,Gaada notif kalau absen :),2,2022-09-12 17:53:39,negatif
2a0e0d88-4200-45ed-9833-a5ab068e9b08,"Masi terdapat bug saat kita login di iam.ub.ac.id, aplikasi tidak mau masuk dan malah kembali ke Awal aplikasi",2,2022-09-07 19:12:44,negatif
e80c5946-68e9-45ce-bf25-ad481270424a,Semenjak ada survey kesehatan di tab presensi online jadi lama loadingnya,5,2022-08-23 13:33:01,negatif
ce77e12d-9c1a-4733-9857-6f6844bccd12,Aplikasi sering crash dan logout sendiri,3,2022-08-22 13:06:13,negatif
7a5b5209-0e97-48ab-bbec-80dcec209999,utama,5,2022-08-10 08:17:03,netral
a271da7f-336e-4d98-b1a8-72b21b427a79,Susah check-in.,1,2022-08-04 08:17:34,negatif
55a3a82c-a42d-4a5a-b4d4-5ae8d0fdca6e,tolonglah fitur stay logged ini diadain biar mempermudah buat masuk,2,2022-07-20 16:39:50,netral
c305abb1-e683-46c0-ad3d-6eca68879776,Bagus,5,2022-06-22 13:39:59,positif
90c42328-bccc-47da-a3c6-6d8854354ab7,Top,5,2022-06-22 00:34:20,positif
b3ad7362-5773-44e6-bacc-4c88258de98e,"ribet, hrus login terus setiap kali mau masuk. bisa lebih dibuat praktis?",2,2022-06-19 17:27:31,negatif
dd897351-3dde-479d-aaf8-800e411784dd,Very handy,5,2022-06-07 19:35:43,positif
d4716879-168a-4aeb-b63a-fb7fe6cdf8a2,"tolong di perbaiki ya, jangan buriq",1,2022-05-25 08:01:41,negatif
319f8af1-82f9-4a94-afd7-d87cd58a5c44,"Tolong agar tidak logout otomatis, dan bisa membuka link dari pengumuman kelas, buat apa ada pengumuman kelas kalau link meeting gak bisa dipencet",1,2022-05-19 09:30:50,negatif
1f11eedb-b5d7-4de2-b5ea-d52f043bc18d,"Sering logout sendiri, saya coba pakai device lain malah tidak bisa login, padahal sudah saya cek berkali kali tidak ada kesalahan penulisan, tidak ada notifikasi masuk, survey kesehatan loading lama banget padahal sudah stabil jaringannya untuk menjalankan berbagai aplikasi lainnya, saya sampai alpha 5 kali karena tidak ada notifikasi masuk, tau tau sudah terlembat, mohon untuk diperbaiki lagi",1,2022-05-17 11:37:37,negatif
3314e257-790a-4f94-9484-4c134a0515c5,Untuk aplikasibga mungkin bisa dibenarkan karena beberapa kali sering logut sendiri. Semangat developernya 👍,2,2022-03-31 19:43:46,negatif
d5d35269-26d9-424f-89e4-9c2529d7eb6a,alpha 5 kali gara gara error dan gaada notif,1,2022-03-31 09:47:04,negatif
d9302e6b-546f-4e7f-98ba-bc897af9e413,mantap,2,2022-03-27 14:13:05,positif
b3e6a40d-88a0-49dc-ae79-69f8ac59c6f2,Bagus juga,4,2022-03-22 14:46:37,positif
528b6d93-beb8-4c34-a717-9b5170c08a7a,"kacau survey kesehatan, masa covid tiap jam 😔😔",1,2022-03-19 23:24:13,negatif
c2cc1a45-de6c-43e0-a14c-5f4818a038a9,"Tolong lah developer, jangan log out sendiri, saya alpha sampai 4 kali lohhh, notifikasi keluar kalau absennya sudah kelewat, pas mulai motifnya gak semua matkul ada",2,2022-03-17 15:14:26,negatif
10322cdf-72e8-41ec-88e7-7d518cf876dd,"Setelah update, jadi tidak muncul notifikasi presensinya",3,2022-03-16 11:21:20,negatif
a4deb401-d000-44df-88e3-5526475a25c0,Bagus,5,2022-03-14 08:37:29,positif
c1307b6b-b4d4-4f64-9544-a05b571b48fe,Topbgt,5,2022-03-09 20:12:05,positif
84ecb4dd-4b06-40bd-8168-72ed17525eee,"Mohon diperbaiki lagi min, untuk presensi lewat siam terdapat kendala terus",3,2022-03-08 08:36:30,negatif
3b6350ae-3f82-4517-8457-c1e008d03ab7,"Kadang bikin mangkel , tapi ya ok doang.",3,2022-03-08 07:48:44,netral
3fc50bc9-1e89-4642-a491-dad91e09e09d,kurang,3,2022-03-07 17:51:01,negatif
6613578f-5067-45aa-aab3-10a117d7d6fb,"Om tolong om, mau absensi ada survei kesehatan, lama banget loading nya.. fix dong om",2,2022-03-07 11:37:18,negatif
161ee629-6510-4a29-8e7d-95ef9a02ec41,Tolong diperbaiki ketika akan masuk selalu akunnya tidak tersimpan membuat kita harus login ulang setiap ingin absensi,1,2022-03-07 09:17:13,negatif
489cac59-39e5-4ac1-a705-1807acaa8502,"Saya alpha 4 kali gara2 gak bisa absen, loading terus. Padahal saya cek jaringan lancar banget gak ada masalah. Tapi mau absen aja susah. 30 menit ditungguin gak selsai loadingnya sampe waktu absensi habis. Gimana ini tolong",1,2022-03-07 08:37:46,negatif
e6795dd7-a5d2-47ed-b917-3cc46d260702,"Tiap mau absen harus login lagi, lama. Kemudian kenapa harus survei kesehatan tiap hari, bikin lebih lama lagi buat absen.",1,2022-03-04 08:09:52,negatif
37f2efa2-ebe5-41df-a67d-13fc2d7a9eaf,error terossssss,1,2022-03-04 08:06:32,negatif
446404ec-b2ee-40ce-8d29-48c361bdbe34,Loginnya gbisa dibuat selamanya gtu ya ?,4,2022-03-03 15:46:57,netral
0226c302-b1c3-4a16-8c12-569c560fc8ff,Good job,5,2022-03-03 05:22:06,positif
1b9ff080-d761-4231-8f7e-a94317e0ba8a,Mohon lebih ditingkatkan lagi fitur fiturnya dan lebih detail lagi ...,5,2022-03-02 18:37:37,netral
9c6bcccf-863c-40c6-a86d-bd5b121b6394,Makin ribet pakainya. Mendingan yang versi dulu sekali,1,2022-03-01 11:29:59,negatif
5dbb5276-5d45-4fb7-a66f-e89063ab716e,"Tolong djperbaiki, masa tiap buma harus login terus, dan udah 2× eror semingguan lebih",3,2022-02-25 22:30:53,negatif
8ae621a1-6c50-49c7-ba97-223965816c5c,"SURVEY KESEHATAN TERUS TIAP MAU ABSEN, PADAHAL UDAH NGISI TAPI TETEP AJA MUNCUL TIAP HARI, MANA SERVERNYA AMPAS, PADAHAL DOSEN CUMA NGASIH 5 MENIT BUAT ABSEN, ALHASIL JADI KELEWAT ABSEN GARA2 SURVEY KESEHATAN YANG SERVERNYA AMPAS, BAYAR UKT MAHAL2 TAPI FASILITAS KEK GINI, HADEHH",1,2022-02-25 09:51:39,negatif
31ec578e-93b2-4942-a93c-c6bd40315194,susah banget buat absen,1,2022-02-25 07:20:26,negatif
040c1236-5096-44e9-b544-91b25376d4ea,Tolong diperbaiki masa habis login keluar aplikasi keluar2 sendiri jadi susah gk efesien. Untuk it ub tolong diperbaiki ya agar user nyaman,1,2022-02-22 08:40:52,negatif
381211dd-a85d-4bc5-9722-121822c67b28,💙,5,2022-02-17 11:17:31,netral
b7ec6aa3-c4c2-4f23-ad5c-422732bea356,Kenapa harus login ulang setiap masuk?,1,2022-02-14 08:16:54,negatif
2cb18f24-05be-416e-a9a4-83138a084575,Suka logout,2,2022-02-10 19:21:29,positif
0f06b151-fde0-48cd-b76a-69f0f8620eb5,"Setiap kali mau masuk harus login berkali-kali. Walaupun bisa remember password, tetapi agak terganggu karena sistem login nya yang terlalu lemot. Ada sekitar beberapa detik setelah masuk aplikasi baru kelempar ke halaman login. Saran saya tolong kasih opsi stay logged in supaya tidak repot² melakukan hal di atas.",3,2022-02-10 09:38:57,negatif
22468397-dd8e-4db8-a757-e4e38314a8a9,"Sering banget harus login ulang, pas absen sering load terus... :(",2,2022-02-09 08:54:42,negatif
223b5053-1beb-4c44-9c79-6d3381ec5a59,Semangat,4,2021-12-25 15:38:56,netral
af7261c1-b15c-4965-96d3-78f16ca527e8,Ntaps,5,2021-12-18 02:23:56,positif
a4c61f72-9acd-4edf-a4e6-0b783ecfece9,"Mohon maaf aplikasinya mungkin bisa di perbaiki lagi ,karena tidak muncul notifikasi,akhirnya absensi saya kena alfa",2,2021-12-13 11:54:08,negatif
3061ba05-fc62-4f0d-942a-c66443b643fe,harus log in bolak balik tiap buka aplikasinya,1,2021-12-01 11:11:49,negatif
a57ff104-2bd9-4270-b9f4-1eddb92696cb,"Menyusahkan untuk login kembali, sangat tidak efisien, dan juga suka log in error. Semoga kedepannya untuk perihal log in kembali dapat di perbaiki karna tidak nyaman.",1,2021-11-30 10:34:09,negatif
9acc2bf8-ab09-4c61-a8f3-4cf2968798da,Alhamdulillah,5,2021-11-27 07:41:10,netral
f9c994f8-a4a2-42ea-9231-dcf6cf934006,"Kurang praktis karena harus login ulang tiap masuk ke aplikasi, kadang udah login malah keluar sendiri ke halaman awal",1,2021-11-25 11:28:30,negatif
eac711c2-6ab3-4f85-b1a5-01d555405d3d,"Mohon maaf, mengapa ya akhir akhir ini notifikasi presensi dari gapura tidak muncul? Terimakasih",4,2021-10-07 11:44:47,negatif
d88bf1f3-ddf0-4c7a-963c-c1777b5322e3,"Tolong perbaiki ikon lonceng (notifikasi) gapura. Di tampilan ada 28 notifikasi, tapi ketika dibuka kosong.",2,2021-10-06 07:03:59,negatif
f335e660-f229-40a0-947b-9bf7c4b049b6,Mantap,5,2021-10-03 23:55:31,positif
8d7947f5-557c-40ee-89fb-275c69b3269d,Tolong tampilan pra aplikasi di persingkat. Terlalu banyak tampilan intro,4,2021-09-30 21:03:47,negatif
f889fe4e-282f-4b73-b8fb-27fcb4903ccc,Mantul,5,2021-09-29 09:27:06,positif
541168f8-465a-4975-9069-e67effa01b67,"Next update tambahin fitur missing mid, agar temen yang ketiduran tau kalo mau dirush sama dosen",5,2021-09-22 13:18:03,netral
cba9822f-dded-4b5b-8386-3df9abfb4941,Saat masuk aplikasi diharuskan mengisi nim dan sandi. Mungkin kedepannya bisa auto masuk tanpa harus memasukan nim dan sandi.,5,2021-09-22 08:19:44,netral
2fc328a6-8af2-4eda-9117-a55e6cc71d89,Naise,3,2021-09-20 17:25:16,positif
df33b314-4c9c-40eb-a910-6f50eef03e6e,"Terdapat kendala saat hendak login. Ketika kita sudah memasukkan email dan password lalu klik login, tidak langsung ke menu utama. Kadang ada yang harus keluar aplikasi dulu baru bisa masuk. Ada juga yang disuruh login kembali. Saya rasa tidak masalah login setiap masuk aplikasi asalkan sekali login langsung ke menu utama, jadi tidak harus login ulang atau menutup aplikasi terlebih dahulu. Terima kasih.",4,2021-09-14 08:48:58,negatif
733dc247-a280-4f8e-883c-0f9a2a0242a3,Bagus,5,2021-09-13 10:06:20,positif
54853ea8-f111-4563-b9bf-9687cfc07aa6,"Pas mau absen tiap login jd error, terpaksa uninstall dan pindah ke siam web. Tolong ukt kami jgn cuma dipake ngecor bangunan tp buat perbaiki server siam sama aplikasi ini.",2,2021-09-08 08:51:14,negatif
35d693ae-158f-45c1-9468-e39b6b0a5d1d,"Mohon untuk segera memperbaiki masalah login pada aplikasi ini, bahkan akses loginnya saja error 502",3,2021-09-08 08:20:35,negatif
aa8232a7-f413-488e-ba69-9c948d089bdc,Harus selalu login ulang setiap kali masuk apk,4,2021-09-08 07:13:32,negatif
2b11d771-e3fc-4dbd-ab3e-21a4c4bb81bc,Perlu fitur notifikasi yang dengan suara yang mengagetkan,5,2021-09-06 06:37:18,netral
23145ae1-19aa-4ff2-bae7-2296cd892230,Berfaedah,5,2021-09-04 21:01:45,positif
bd535031-727c-44bf-87ee-7a3336318bdf,"Tampilan sudah baik, namun terdapat permasalahan yang cuku mengganggu pengguna, yaitu untuk harus log in setiap membuka aplikasi, dimana aplikasi lainnya sudah dapat menyimpan info login, apabila fitur simpan info login dihadirkan maka akan sangat membantu dari pengguna aplikasi ini",3,2021-09-02 18:09:40,negatif
bf1286ea-1195-4c6e-a68a-2ed06bfbecc6,Udah baik tapi saya sarankan untuk apabila sudah log in tidak perlu auto log out sama mungkin untuk berita/informasi sering kali di-update apapun tentang lomba sampai informasi akademik,5,2021-09-01 07:16:06,netral
8e42ff83-8633-40df-8347-09ee7558007b,"Butuh pengembangan lagi. Dana besar kok aplikasi kaya gini, banyak kekurangan. Mulai dr masalah login, presensi online susah muncul, dll",3,2021-08-31 18:16:56,negatif
e2e9fd4a-f206-4de8-8104-7b672b62fd13,"gak bisa login, padahal email+password dah betul",1,2021-08-23 09:14:17,negatif
b929dce0-e309-4938-8595-1ee6f45d20b2,"Ditunggu untuk perbaikan dan peningkatan aplikasi Gapura UB, agar semakin memudahkan Mahasiswa. Terima kasih. (tambahan) Untuk yg tdk bsa login krna username/pass salah, bisa menuju ke bais.ub.ac.id lalu klik Sync IAM. Kemudian buka aplikasi Gapura UB. Semoga membantu :D",4,2021-08-22 21:28:58,netral
0603bdef-da02-4ab0-a29e-07b821b74b5e,"Gak bisa login, udah pake akun ub padahal",3,2021-08-22 15:44:51,negatif
0da51f7a-eb21-4b7e-a33e-e5599cf55626,"Gimana nihh saya kok dak bisa log in padahal aku udah masukin usernam yang benar, tapi login di web bisaa",1,2021-08-20 18:43:19,negatif
