reviewId,content,score,at,sentiment
5f4a0ca5-c831-4806-856c-7fbe8a869aea,"Kok saya mau log ij salah terus ya username sama sandinya Padahal itu udah bener masukin user sama sandinya,tetep gabisa masuk,mohon pencerahannya gimana ini:(",3,2021-08-18 20:00:46,negatif
8783bc13-670c-4a8e-9262-537fc917ac7b,Lop,5,2021-08-14 14:29:52,netral
09ffa7d8-0046-4e72-8ebc-6eb185deee00,"Gak bisa log in mosok, uda stgh tahun.. Coba log in d Web malah bisa.. Gmna ini min?",1,2021-08-09 20:24:55,negatif
828deba0-f60c-47d0-aad1-b56e6b610fe0,So good,5,2021-08-05 15:36:10,positif
f139c613-5c38-42ab-9e22-7f9c1f6f70f4,bagus banget❤️,5,2021-07-21 16:39:50,positif
7fad6a4e-16c3-443e-a31b-dd2d9c662426,"Kenapa ga bisa login, padahal email sama pass udah bener. Dicoba di web bisa",1,2021-07-09 18:13:59,negatif
dee5368e-6471-4043-90c1-cd776e4ca791,Saya log in dengan username dan password yg benar tp kok tetep gk bisa masuk ya.lalu saya uninstal dan download lagi tetap saja tidak bisa.lalu saya coba log in menggunakan NIM dan password nya juga tidak bisa.mohon bantuannya,2,2021-07-06 20:05:51,negatif
c4367235-3a48-45d0-808f-7c8f33b8ab62,Menyenangkan,5,2021-07-02 10:49:44,positif
3b4c29ba-97b7-44b5-a2be-72d6d7b429b9,Kok gk bisa daftar kuliah yah :(,2,2021-05-31 20:29:00,negatif
dc2e718f-d701-4aed-807a-6028222a4274,Mesti log out log out sendiri. Developernya tolong diurusin ini appnya sering banget error.,1,2021-05-31 19:28:08,negatif
41629f8d-5f77-4cb4-8a61-826b51dab0a4,"Sering logout sendiri, notif absen kadang muncul kadang nggak sampe absen 3x padahal aku masuk kuliah, terakhir kemaren udah masukin akun yg bener dibilang kesalahan, tp waktu masuk lewat web bisa",2,2021-05-31 07:25:23,negatif
8ce646e8-c83c-4a3e-b2fb-946cbc277dda,Lebih bermanfaat,5,2021-05-24 08:13:02,positif
00fefda7-08e9-4b06-87f0-ff3a82d16721,"Min maaf ini saya ada bug, ada di tiap satu pelajaran tahun ini saya sudah absen. Lalu saya lihat absennya sudah didata, namun ketika esok harinya saya lihat absen sayaenjadi alpha. Tolong bantuannya 🙏",1,2021-05-22 07:52:12,negatif
23506ded-c7dc-4e5e-b03a-638cec8104a9,Mantab,5,2021-05-19 10:16:52,positif
e0b1d3f3-924f-4ff9-b3c5-0c3f104648f0,sip lancar,5,2021-05-07 04:59:55,positif
bc7e01bb-c04c-4595-8dae-b4192c8aa8f0,Lokasi ku gak bisa di buka,5,2021-05-05 11:55:33,negatif
becc4dc8-a345-4465-9bbb-cfa4c73ddc67,Sering error mulu ih app nya,1,2021-05-04 14:41:55,negatif
89ab55b2-780e-4156-b5e7-731f145ca578,"Tiap masuk aplikasi harus login lagi, tidak efektif. Mohon diperbaiki.",2,2021-05-04 14:31:36,negatif
5423012a-d57a-40f8-9ce8-a6c2d4e18ddd,Suka logout sendiri,2,2021-04-22 10:10:42,negatif
bb2691ad-aa4b-4f17-9ab1-7e8571ff3828,Setiap buka app harus login terus,4,2021-04-11 12:17:09,negatif
39310ed2-9674-4f52-b2f5-1986deebe13d,"Benerin dong, sering logout sendiri, udah log in malah suruh log in lagi.",1,2021-03-31 11:38:16,negatif
21f0242a-cce1-4a87-8353-9391dc73034c,Terlalu sering log out sendiri,1,2021-03-25 12:10:34,negatif
d082d232-8d13-484a-b058-9aa4f1ad4195,"Sering log out sendiri, ganggu bgt",1,2021-03-25 12:08:38,negatif
ede9f9e1-aaf5-4571-85f3-833aa0aeed9d,Viturnya tidak bagus. Harus diperbaiki terutama presensi absen.,1,2021-03-18 15:03:12,negatif
6140cbf0-ec62-4740-9778-c67d4c2a3d5a,Aplikasi yg sangat membantu mahasiswa UB.,5,2021-03-17 09:36:39,positif
6eac6c4f-33d8-45f5-9cb7-ce299d6d0787,Bagus,5,2021-03-02 18:02:48,positif
191f38ed-2e1a-4b97-98b4-d72916ce6183,"Terkadang masih suka logout sendiri, sehingga harus login ulang dan itu sangat membuang-buang waktu. Sudah tiga kali saya telat absen karena hal tersebut. Mohon diperbaiki.",3,2021-02-25 05:47:37,negatif
42b5549f-98bd-4ea0-b1bf-e5d02a2f6114,Gapura kurang uptodate,3,2021-02-21 17:54:08,negatif
6874ba51-6467-4aa4-9c36-b5a4711356ed,"min di gapura, kenapa gak sekalian di tambah menu adminstrasi akademik, misal permohonan surat aktif kuliah",5,2021-02-17 04:40:46,netral
a32e6385-156c-43f7-a7fe-e174e836fcf0,👍,4,2021-02-14 18:40:28,positif
60e13aad-2396-42ed-b0ac-a5733ec6126e,"Kenapa saya tidak bisa login ya? Ada keterangan ""Mohon maaf, terjadi kesalahan saat login"", padahal sinyal sudah memadai",3,2021-02-07 17:16:41,negatif
c8d292a9-e102-4cf1-8b9e-3df294d4adb7,"Untuk device samsung s20+ tidak bisa login pake akun ub, padahal di device lain bisa",2,2021-02-07 17:14:32,negatif
428926b2-c867-47ac-baaa-0c939f8e555d,Bagus,5,2021-02-07 12:56:20,positif
c9f39f4f-856f-4fb5-9474-fb9d25f10f00,Memudahkan untuk absen online dsb,5,2021-02-04 07:50:26,positif
83e4a80f-241a-4059-915b-12ed9a3c8712,"Untuk HP samsung S20 ultra, untuk login dengan akun UB selalu gagal, mohon diperbaiki",1,2021-01-18 14:43:51,negatif
4dbc2b96-e05a-4ab5-947b-ab79c6cfd190,"Kalau bisa kasih notifikasi setiap ada hal penting dong, seperti kelas, absensi atau lainnya... Sekelas TIK UB harusnya ini hal kecil",5,2021-01-11 10:30:06,negatif
cb96b81c-cf14-426b-bdb0-51aef239270a,"Sering Down Sering Error gajelas, + udah absen malah dikasih alfa, di kasih alfa hari kamis, eh di siam dosen malah hari rabu, aneh Ngasih alfa yg absen dah salah, alfa yg dikasih salah hari juga, :'/",1,2021-01-04 18:18:12,negatif
27d21b8d-bd01-4676-8b75-4eb33894b0ce,"Kok susah ya masuknya, error terus",3,2021-01-01 10:36:26,negatif
6386274c-71cb-4d73-a0f3-cd44f1d61ca9,"Keep id nya dong jangan suruh log in berkala gitu, apa bedanya dengan pake web. Saya pake aplikasi karena pengen praktis, bukan tetep ribet di aplikasi yang berbeda (chrome & gapura). Dan harusnya ada notifikasi setiap mendekati jadwal kuliah atau ada absensi dan linknya harusnya bisa di copy.",3,2020-12-18 16:25:07,negatif
88912aaa-c243-4a19-a1cd-013d5517758e,"Berikan notufikasi saat ada absen muncul,dan saat membuka apk langsung masuk dengan akun yg tersimpan ,terlalu sering eror jd harus masuk lg menggunakan nim ulang",3,2020-12-18 14:02:44,negatif
61fdbb69-21b7-4282-8b34-c0752ceaca6a,Permisi pak/Bu. Sebaiknya opsi alpha pada absensi dihilangkan karena tidak memungkinkan mahasiswa menekan opsi tersebut dan untuk meminimalisir salah tekan. Terima kasih,5,2020-12-18 13:53:01,netral
15aff708-6fb4-4b83-9b54-2bf4729e6618,Sering error,1,2020-12-17 14:21:08,negatif
79bc45cf-f009-4fb1-9569-b6c6f09278a3,"Minn berhubung tahun depan kuliah online lagi. Saran saya utk sistem diperbaiki lagii, waktu pertama kali launching utk login sekali saja sudah cukup. Sekarang, bisa keluar2 tiba2 dan itu merepotkan. Kemudian utk link zoom di gapura, lebih baik bisa langsung diklik tanpa harus copas lagi dari Siam. Terimakasih",4,2020-12-15 13:22:46,negatif
5467a7c8-022f-4b22-a48c-1de4fce55111,Tolong dong min diberikan notifikasi berdering buat absensi yang masuk karna sering kali ketinggalan absen karna lupa atau dosen yang membuka absen secara mendadak mengingat siam/siado sering mengalami gangguan. Terima kasih🙏🏻,4,2020-12-15 13:13:07,netral
e74e93bd-1c26-4f0c-83d7-dbeb08e36d78,"Tolong Diperbaiki. Suka keluar "" Sendiri trus harus login ulang pas udh login malah masuk ke halaman utk tamu, pdhl dulu ga pernah gitu dan cukup sekali login aja. Bikin repot mahasiswa yg mau presensi",3,2020-12-12 14:58:11,negatif
6465ea95-2df6-4159-895c-fdfffce5233f,Sekarang kok suruh login tiap buka aplikasinya ya padahal sebelumnya enggak. Agak ribet sih jadinya tolong dibuat cukup sekali login saja gk perlu berkali-kali,2,2020-12-12 11:10:04,negatif
93db20a4-79ad-4293-80e7-215efcdfe9ec,"Min aku kelewat absen 3x karna nungguin login ga bisa"" :"")",1,2020-12-11 17:22:39,negatif
87d6f523-87ba-4b4d-843e-22133f0e4392,Kenapa ya sekarang susah untuk login dan notifikasi presensi tidak ada,5,2020-12-11 15:54:34,negatif
0b515d84-08e8-44f8-99fe-9951bec24981,Sekarang sering error,1,2020-12-11 07:04:12,negatif
97f7a569-18e8-4aa6-9594-c1ed08c7b9e1,Membantu sekali,5,2020-12-06 23:12:05,positif
17a5b3e4-5c16-4c4d-a4f4-68a2e4d14def,Mungkin bisa ditambahkan fiturnya supaya bisa muncul notifikasinya😬,4,2020-12-05 17:34:57,netral
9186bfe2-8885-4590-85dd-450231d67b57,Kok jadi gabisq absen via app gapura ya,1,2020-12-03 18:17:38,negatif
d49f2ad5-fab5-4c84-b656-bf1bec13cb96,setelah diperbarui kok jadi sering keluar akun sendiri yaa,3,2020-12-03 14:13:59,negatif
e645b38d-aaab-4af7-b9d2-e40ca24a9e9e,Bagos,5,2020-12-03 08:50:17,positif
873607c3-1214-4328-a7b2-0febe0af0195,Bisa diberi notifikasi untuk presensinya,5,2020-12-01 15:32:06,netral
9207d7e1-ce0f-4d02-a9f3-3cbbbc88f92b,"Bisa lebih bagus kalo presensi bisa dikasih notifikasi, soalnya temen² sering lupa absen juga",4,2020-11-30 08:40:29,netral
85a3623f-ad20-447e-a4a0-0a969a3e4512,Mantap sistem informasi yg baik dan sangat membantu...,5,2020-11-21 17:07:55,positif
ddb66e56-c248-4b36-8d56-f4945b94814f,Menurut saya aplikasinya sudah bagus namun perlu ditambahkan fitur notifikasi agar presensinya tidak ada yang terlewat.,2,2020-11-19 09:09:31,netral
ca3d13f0-73da-4d07-940a-7b3295426524,Sangat membantu,5,2020-11-05 15:27:44,positif
48b2dcc1-ed50-4c49-ab3b-e2fbe7e4debc,"Sangat membantu mahasiswa UB dalam urusan akademik, sekedar saran, akan lebih baik lagi jika link zoom di gapura UB bisa langsung diklik tanpa harus mengcopy dari SIAM terlebih dahulu. Terima kasih",5,2020-11-04 09:38:45,positif
693960c2-c2f1-4d6d-9a3f-0b8b0cf9ce9d,Gak bisa login min,1,2020-10-22 11:30:22,negatif
57282541-eea1-46c5-9e97-a9f4f2d2d002,Sudah beberapa kali mengisi presensi hadir namun direkap tertulis alpha. Mohon bantuan dan perbaikannya.,2,2020-10-21 12:01:30,negatif
635063b7-9c92-4427-b423-32dfa4b93d42,aplikasi ini sangat membantu dan efisien,1,2020-10-05 19:03:25,positif
caf61488-e958-470f-8340-0d03719818d5,"Kok sering gangguan ya, sering login berkali-kali kak:(",3,2020-10-05 16:11:22,negatif
3bd02996-6f87-4287-baf3-6a29b88f22ba,is the best,5,2020-09-30 13:03:52,positif
c7299a50-787e-4ce0-a59e-5d9a34488215,"Ampe kapan nih maintenance siam/gapura, belum absen dari siang. Kuliah tapi tak absen untuk apa :')",2,2020-09-29 16:25:57,negatif
6af68f6f-ec38-4df4-89ba-1d004b17f644,Saya dan beberapa teman saya tetap tidak dapat login aplikasi ini Padahal email dan password yg saya gunakan sudah benar dan sama persis seperti saat saya login di web gapura. Saya coba pakai nim tetap tidak bisa Pakai username juga sama Tolong diperbaiki,2,2020-09-29 14:12:34,negatif
37b0a23b-30c6-4496-a1dd-7e9fa03135ee,"SEMOGA DIBACAAA WAHAI UB KAMPUS GA MURAH, mungkin bisa dikasi fitur pengingat absensi :)) Makasi",5,2020-09-29 11:19:52,netral
7713504a-1ab5-4e42-bdde-7b36f5902a1b,"Masih tidak bisa log in sampai sekarang. Sudah coba masukan email student ub, username siam, NIM, dan password yang saya masukan juga sudah tepat. Sudah coba uninstal trus instal lagi tetap tidak bisa log in. Padahal teman-teman maba saya yang lain sudah bisa masuk dari lama.",1,2020-09-28 14:54:50,negatif
5c656589-ec8b-4d8c-b7e1-cddec37a79fb,"Mohon maaf untuk TIK UB, mengapa saya belum bisa login menggunakan username dan password SIAM, padahal sama persis, mohon dibantu dengan kendalanya, terima kasih.",5,2020-09-27 20:41:25,negatif
4d439c0b-7c20-468a-8321-a35106ad4f44,Baik,5,2020-09-23 14:09:56,positif
246c003e-60d5-4e00-a682-25e3936c7a92,okbanget,5,2020-09-23 09:38:53,positif
beacc6fa-138b-4e9b-bbb5-d3b480314312,💙,5,2020-09-22 11:34:48,netral
c4dde891-0fc1-418f-8ea4-8c7740860f34,Good,5,2020-09-21 17:51:33,positif
01023338-3e64-4a4b-afa0-c603665c31f8,Susah login dan kalo bisa cantumkan nama dosen di jadwal kuliahnya 🙏,3,2020-09-19 19:00:42,negatif
28b5b84b-f702-4de1-a684-ea2a3612193e,Keren,5,2020-09-18 18:02:41,positif
248d8dca-8ee3-410c-abb3-96282413fc5b,webapps,1,2020-09-05 18:07:47,netral
3303f73f-cffc-4377-8d11-d81a74be5339,Tinggal mmeperbiki dikit...trus msuk akun siam mulu,5,2020-08-29 19:22:16,netral
b33b7aea-ea27-41bf-a61f-1766545a850c,Top,5,2020-08-26 11:56:41,positif
60b5851b-e931-4278-91fa-689bf623bf6c,Gak niat bikin aplikasi,1,2020-08-13 22:38:33,negatif
d66bdcff-0fea-49e5-bbf3-ed593e27c612,Aplikasinya bagus,5,2020-07-14 21:42:52,positif
b00c483b-74fd-4404-a8d3-e4573d300e44,Mantap,5,2020-07-09 16:26:47,positif
827c5c32-6d1b-40eb-b81a-d493d94d7821,Mantaaaab,5,2020-06-24 16:15:09,positif
22dccb2e-bb80-472d-8cc1-677c22977b8d,Sangat membantu + efisien,5,2020-06-23 11:16:37,positif
82dc4c2a-f06d-47e3-9d89-2e9211d1fa7a,Mantap,5,2020-06-23 11:00:56,positif
c4535e2f-e9af-44e7-a07d-bd41be0431ac,Bagus,5,2020-06-20 20:46:26,positif
633576dc-8db8-47a6-8faf-a912542fd3fd,Mantap,5,2020-06-07 02:07:21,positif
e63531d4-5d54-4751-a09e-b31619b64aec,Go UB,5,2020-06-06 06:53:25,netral
a86bbbf3-8eb7-4ca0-ae2d-5a4b2c9cb00d,setelah update beberapa hari lalu klo buka aplikasi tiba2 close sendiri ...,3,2020-06-04 08:39:53,negatif
eb620391-2f75-46d0-b30a-b09cbc4d61e1,Sangat bagus aplikasinya,5,2020-06-03 16:29:15,positif
f592f9bf-7391-4908-9796-0086f9f7efe4,Sangat membantu,5,2020-05-29 12:27:51,positif
7632d3a4-6caf-40ec-bcaf-16c0f677bc25,Sangat membantu,5,2020-05-19 17:53:06,positif
0207d304-04fb-4f60-a807-8e1bf1d69787,oke,5,2020-05-18 11:38:15,netral
cba5fd13-2591-4bb9-bc59-891b3cd449d8,Makin bagus,5,2020-05-15 16:33:48,positif
d586c64b-6d2b-476f-af41-ac80f56cdce9,Bagus,5,2020-05-15 16:23:05,positif
eb6f4a45-e534-44fa-bad3-34ddee6732e3,Memudahkan dosen dan pegawai UB. Alhamdulillah,5,2020-05-15 12:55:59,positif
352dcb6b-6300-4048-985d-f223fc22fb0b,Mantaap,5,2020-05-15 09:47:19,positif
9cf1a56c-a5ac-4238-bcca-18bd68255522,Sangat user friendly,5,2020-05-15 08:25:14,positif
2c1b7462-38a3-4910-895c-1563448b5cb4,Simple,4,2020-05-15 07:05:16,netral
b6d5d6a2-01ae-4560-bdea-30074b34a280,Membantu kerja pegawai dalam mendapat informasi diri...,5,2020-05-15 06:23:31,positif
ff2840ae-df8d-4d1b-aba4-62c8cdf5592f,Harus di perbaiki lagi,4,2020-05-15 05:34:01,negatif
7c71ba88-b1b8-4f8f-8c9d-e712e1062305,Akhirnya muncul juga aplikasi berbasis Android sehingga memudahkan dalam mengakses kepegawaian,5,2020-05-15 04:47:12,positif
6fa31550-38dd-4ead-8965-23525e7898ed,cepat,4,2020-05-13 13:18:25,positif
de4201cf-9bae-4b7b-b0e2-7096b8e1a7e1,"Bagus aplikasinya, sekedar info ini aplikasi ditujukan untuk mahasiswa Universitas Brawijaya. Dapat mengakses sistem informasi kemahasiswaan seperti jadwal kuliah, KRS, KHS dan sebagainya untuk memudahkan dalam bentuk aplikasi. Keren banget pokoknya 😎👌🏻",5,2020-04-26 14:05:25,positif
5751b1c5-3fb9-43af-9c7a-74f7d049b49e,"Terima kasih,",5,2020-04-03 22:53:41,netral
7a8c5c1e-d967-490a-b376-50b87f5c2ea7,Terus berinovasi untuk kemajuan UB tercinta.,5,2020-03-27 06:24:56,positif
4196ecad-66e7-47ee-aa15-e01df6e2c6ea,Josss,5,2020-03-16 00:19:57,positif
1d200b53-dc16-47e0-a682-5609f3d5ddd7,Okr,5,2020-02-20 13:39:50,netral
a3de7c78-8339-481d-b9a9-8126b9948645,Kenapa setiap buka aplikasi harus login terus..?,3,2020-01-31 17:50:08,negatif
8aef0cfa-42c1-4fab-95a9-e07ffd092317,Aplikasi suka force close (ketutup sendiri) tidak bisa dibuka karena tidak kompatible dengan android saya tolong ditingkatkan lagi sehingga android versi dibawahnya jg bisa mengakses,1,2020-01-29 12:55:37,negatif
6560c6f2-4dc5-4b52-abb2-3701acb1d679,Belum bisa donwload,5,2020-01-28 08:19:32,negatif
18f62350-ae6a-4e64-b29d-daf28474c193,"Akun Siam gk bisa dibuka apa apaan ini, saya harus pake Aplikasi Gapura sekarang, Hp saya kentang sisa penyimpanan tinggal 13mb",1,2020-01-27 08:38:03,negatif
44bd3714-e05b-40e9-a3b8-f396ae594b70,Mantap min. Terima kasih :D,5,2020-01-22 09:21:04,positif
35e9ea3f-aeae-421a-9a57-ed7c75c0775d,Kasi fitur bisa chat woiii pake nomor nim,5,2020-01-21 11:52:17,positif
e5c723b0-3a32-4606-8673-e5510e6c95e6,"Dari segi kemudahan, masih terlalu ribet, masih lebih cepet buka siam di browser dari pada ini. Tampilan aja sedikit lebih menarik",3,2020-01-20 05:30:53,negatif
5e109466-0a54-4419-897b-a87964fd0bcc,Sangat Efektif,5,2020-01-19 20:51:16,positif
ff9916c4-7a8f-41c2-b759-bacaa0a196c9,Kurang puas dengan aplikasinya,1,2020-01-17 21:07:16,negatif
c579ec1d-7abf-4b05-9285-343ad28c6f7b,"Mungkin bisa ditambahkan sistem otentikasi untuk masuk perpustakaan, jadi jika lupa bawa ktm bisa lebih mudah",5,2020-01-17 11:29:14,netral
ab935729-918d-4148-964b-797f490fda3b,Semoga semakin berkembang ya kampus ku. Aplikasi yang sangat berguna untuk mahasiswa memantau siam tanpa perlu buka dari Web nya,5,2020-01-17 10:39:22,positif
90223f4f-85bd-4fdf-bd21-e10797c89644,kembangkan lagi,5,2020-01-16 20:03:04,netral
f8c209eb-9e99-4591-9e84-c7c273a6ab70,mantab nih,5,2020-01-14 04:32:07,positif
50bacc8a-be8f-439b-87ef-a21a6416c119,Ini gapura UB yang veteran apa BNI ya?,5,2020-01-12 21:08:21,netral
881b10d9-4dd8-4d1e-9a3d-27ade77456bc,"Saya kira tampilannya seperti laman gapura yg biasa dibuka di internet tapi ternyata tidak. Mungkin saran saja ada penambahan tmpilan spt gapura yg diweb ada fitur email, drive, blog, dsb. Saran kedua di bagian menu jadwal kuliah ditambahkan juga info ruang kuliah sehingga mengantisipasi mahasiswa yg lupa ruang kelas",3,2020-01-11 21:35:46,netral
1cc0c977-5149-46b9-aaad-78c8893714e4,Dilengkapi lagi fasilitas nya,5,2020-01-10 18:04:51,positif
e266a6e0-30b0-4d35-96ef-e14c61fa0629,Keren Mantap... Terima kasih UB,5,2020-01-09 11:30:31,positif
5a0afa5e-6256-44e1-8661-bd8f55deecac,"Masih banyak halaman yang harus pindah portal ke web browser, seharusnya halaman2 seperti berita dapat langsung diakses di aplikasi Gapura UB sendiri",2,2020-01-08 21:54:58,negatif
446d1367-3741-42f0-8580-d4cc6d564475,"Cucok mantul kampusku👍👍 Lebih lengkap lagi kalau gapura UB diintegrasikan sama dompet digital seperti Link Aja, Dana, Ovo dll. Atau juga dihubungkan langsung dengan mbanking supaya pembayaran ukt dan pembayaran lainya bisa lebih mudah",5,2020-01-08 12:07:43,positif
8d788dc6-3d3e-4bc1-87df-64c94ac84537,"Aplikasi yang bagus dan membantu, cuma di gapura kan terhubung sama google drive, classroom, dll. Coba aksesnya diperluas aja. Terimakasih😉",4,2020-01-08 11:27:21,positif
f33fe56e-c103-4d9e-8b5d-5409f40bb87a,Mantull sih.. UB,5,2020-01-08 08:35:09,positif
b962087b-29c4-4871-bc6c-58d612f91bef,"Saran, saat menekan tombol back di halaman awal diberi konfirmasi apakah ingin keluar aplikasi.",4,2020-01-07 20:55:36,netral
6be242e0-7d2c-4d6c-9cf5-cf7db8c4161d,"Harapan kedepannya, dapat disinergikan antara siam dan gapura. Sehingga proses pengisian krs dapat dilakukan via aplikasi gapura. Terimakasih",5,2020-01-07 20:09:33,netral
29fd2bab-e51b-4947-b32a-43f33265f814,Bagus min sekalian yang ada di SIAM dijadikan di situ aja biar lebih mudah tanpa log in siam lagi,5,2020-01-07 19:30:44,netral
df81e660-ef87-4b1d-848d-3dda59b1087a,Good terimakasih sudah memberi kan pelayanan yang baik,5,2020-01-07 19:25:56,positif
952d3cda-3d2f-47b2-8dfd-ff1d7b50ea3e,Mantab keren,5,2020-01-07 19:12:13,positif
caccda35-cad7-4ae3-8117-e929272aae0c,Brawijaya selalu terbaik😎,5,2020-01-07 18:43:34,positif
cd040bfa-313c-4074-990c-32dd653d5487,"Wahhh....keren bnget, tpi saran dari aku sih tmbah fitur absensi nya trus aku juga mau tnyaa Vokasi kan juga trmsuk di UB sbaiknya di gabung sma2 fakultas lainnga, soalnyaa di fakultas dlm Aplikasi tdk ada Vokasi. Trimaksihh, aplikasinyaa sngt membantu😊",5,2020-01-07 17:28:14,positif
ff621fd9-a0d7-4041-ab00-2410788ece19,"Keren banget, dulu buka banyak link sekarang udah 1 aplikasi❤",5,2020-01-07 15:54:14,positif
aa1c111e-1014-466f-8dbb-ee1f08541094,"Sudah bagus dan ikon2 rapih. Saran tambahkan built in browser di dalam appnya, supaya tidak perlu membuka browser lain.",5,2020-01-07 14:08:32,netral
64c92226-c5ad-4e44-a8af-8b515572cbcc,Makin berkembang yaa,5,2020-01-07 13:27:48,positif
857ca560-1744-46ea-af83-32f53324150e,"Lebih keren kalau di Jadwal Kuliah dikasih ruang kelasnya juga,,",5,2020-01-07 12:55:08,netral
978d449b-c74e-4c84-836a-6902e77e34ac,Ntap,5,2020-01-06 18:27:47,positif
b1838721-5704-4381-933a-d828ddaaabe6,Mantappp,5,2020-01-06 09:40:27,positif
c11b9450-36ec-415e-9de1-b9a03ba13efc,Mantap,5,2020-01-06 08:15:10,positif
4f048654-8e3a-42f4-ad1c-3db44c5baa01,Terima Kasih Brawijaya telah menciptakan aplikasi yang sangat bermanfaat bagi civitas akademika. Saran saya adalah sebaiknya didalam aplikasi juga diberikan kemudahan untuk input mata kuliah dalam pengisian KRS maupun KPRS bagi mahasiswa. Jadi mahasiswa akan lebih mudah dalam melakukannya hanya dalam satu aplikasi yang saling terkoneksi dengan semua layanan di Universitas Brawijaya. Terima Kasih,4,2020-01-06 06:33:13,positif
26bd796f-d0fc-41c9-a674-ad072881b3f7,Mungki dikasih barcode buat masuk ke perpus atau untuk pengganti siam,5,2020-01-05 23:24:04,netral
8b033d65-9450-45e8-b3d8-1a53332a5d1d,"Baguus min peningkatan 😚 Mungkin bisa ditambahkan lagi fitur Absensi, Download KHS, Download KRS, ada info ruang kelas untuk jadwal kuliah 🤟",5,2020-01-05 19:40:32,positif
aaeac9bf-1135-4d7f-b508-8b60ab029a26,"Mantapp, semoga sistem yg lain di gapura jg segera terintegrasi dan setiap menu/info unit kerja jg masuk di satu aplikasi ini 👍👍👍",5,2020-01-05 11:16:51,positif
3347cd76-4355-47cd-abaf-166b6e63af27,Wejiannnn sangar nan,5,2020-01-05 11:09:07,positif
451a2b8e-644d-4f5d-8276-dc0827b13f67,Oke,5,2020-01-05 10:02:52,netral
3b49e9cd-10c6-4fd1-9b14-213469efec75,Semoga kedepannya bisa absensi dengan aplikasi ini,5,2020-01-05 01:54:41,netral
09925c0b-4a30-4139-a170-6d0fc4ff45ff,mantul,5,2020-01-05 00:28:57,positif
991370a9-eaf0-4503-923d-01481edb7a8a,"Keren, kemajuan yang bagus. Jadi mudah mau liat KRS, KHS, jadwal kuliah, dan berita2 UB. Terhubung juga ke web setiap fakultas",5,2020-01-05 00:22:54,positif
9c38d933-0b72-4d4d-914f-9b3eef6f2074,Tambahkan ruang kelas di jadwal kuliah 😂,5,2020-01-04 20:48:08,netral
2c1bfc8f-06a7-4024-a521-78049277e218,Mantabs,5,2020-01-04 16:52:41,positif
f757dda9-d64b-4522-9f99-d062ba7ff2be,Good 👍👍,5,2020-01-03 18:31:43,positif
253b19ab-c339-4431-8cc1-9ac6b3dd9235,Lanjootkan gesss,5,2020-01-03 18:27:22,positif
7bd9415f-bf17-4c72-8500-600bc9f8fefd,Good app,5,2020-01-03 18:25:14,positif
29a0ea9c-4d46-4a1d-abc9-dcaa6054b32d,Kereen.. aplikasinya bagus.. Dapat melihat berita UB dari satu genggaman serta cek salary yang diterima oleh pegawai. Saran dan masukan untuk pengembangan : 1. Ditambah fitur chat antar pegawai atau dosen 2. Ada page halaman lowongan pekerjaan 3. Di integrasikan dengan Tracer studi untuk mempermudah data dukung akreditasi 4. Ada kartu pegawai untuk dosen / karyawan / mahasiswa dalam bentuk digital.,5,2020-01-03 18:22:12,positif
f2ccc9b8-39b1-4b32-91b2-c696cc00ea66,Ok banget sam,5,2020-01-03 17:43:25,positif
b7d4ae42-64d8-4764-8052-2bfaa5469323,Gasss lur,4,2020-01-03 17:40:52,netral
83089c29-44a4-4eb1-9b95-f8db261a7507,Memudahkan kita untuk pamer IPK,5,2020-01-03 17:11:45,netral
79444026-4924-481c-82c8-8aef2b405bc5,Semoga lebih baik.,5,2019-12-25 14:02:35,
